Username,Id,Tweet,Location
Loudmouthkid62,95121059,"RT @ememess: Our neighbor has put a face mask on her topiary pig, which is frankly not a sentence I thought I’d ever type. https://t.co/m20…","New York, NY"
crowcassette,950913695282024449,RT @trforceprincess: (game; majora's mask (n64 version)) https://t.co/hoVtOH05CC,Nae from Yoker
Kenzomatshuhara,1008433080669954049,@WhitneyCummings Are you putting the bra on as a face mask?,"La Canada Flintridge, CA🇺🇸"
SlickHammyHammy,292515126,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Manchester United/ Bradford
LANGBALL50,912816423529009153,SCAM,"Cork, Ireland"
DEKEDAISY,482618276,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Toronto, Ontario"
MarkCom1313,940791188365250560,@itsJeffTiedrich I’d bet 20 bux this fukn clown could not identify a N95 mask.,‘Merica
EresiobiGabriel,780355881443745792,"@zeezish_ Nah wetin dy kill us for this country

Nose mask of 50 naira",Somewhere on Earth
devilseuphoria,1135672361745821697,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,🧸
simply_tari,1725105499,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Uyo
_naphtally,1612486207,"Unless you put on gloves and a mask, and avoid touching your face, you are doomed. Mark this tweet! #LockDownKenya",Nairobi
suph0rz,548077985,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Arlington, TX"
evolutionarypsy,210226021,@dupreyd @ixa_t @fatnutritionist Wear a mask and wash your hands!,Massachusetts via Texas
AnnLarimer,24651005,"I saw a guy in the lobby I thought was wearing a black facemask, but it turns out he just has a pretty epic beard.",Reconstituted Dinosaur Island!
jrmak0049,2195037001,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Minnesota, USA"
sir_bugzee,232278534,Omo i catch u with that tin ehn,allianz Arena
YYCSocialist,1142749975,"#abpoli #ableg ""Photo-op Kenney"" will be how history remembers this buffoon! @jkenney @Alberta_UCP",Calgary
fakerapper,14256353,I wore my mask. I stayed 8 feet away from other shoppers. It wasn’t too bad. Everyone was kind to one another.,"Oakland, CA"
kennessy_milan,374205581,Welcome to far away land of how blacks get treated everyday.,NY ✈️ATL 
AusAirMasks,463237619,"Coronavirus live updates: Total US cases surpass 46,000 as death toll tops 540
#AusAirMasks #FaceMask #Coronavirus
https://t.co/jPMtgUSHat","Sydney, Australia"
AusAirMasks,463237619,"UK app aims to help researchers track spread of coronavirus
#AusAirMasks #FaceMask #Coronavirus
https://t.co/RjuTIBILYh","Sydney, Australia"
SassyWesky,1210717337529262080,"AND HE WILL CONFISCATE THAT MASK.
ALB—WAIT.

Yes. The bear~",INFORMATION CLASSIFIED
LO3RUS,1239360190606192640,@_baomii @hamtarto Oooo I like the leaf mask. How do you get it??,United States
JETlag91,29342842,No vaccine no nun .. just ay go back to work but wear these mask..,Fl→OH
bunnysizhui,1100058072775606272,unpopular opinion but mxy mask was kinda cute?,she/her ｜20
Jaceliaaa,757822178129616896,That inspired me to do a facemask &amp; take a bath,hall of egress
WatchnDaWorld,2666598398,RT @RickPittman10: @MsAvaArmstrong An Alternative To The N-95 Mask... https://t.co/77HTfJd7pe,Upstate NY
ChovexaniArt,224843294,Mask-making projects are popping all over as crafters mobilize against coronavirus  https://t.co/DIDGwLvSMl,Delaware USA
beejhayz,991353702119346176,"RT @Undone_rice: Present - mask on
Future - mask off","Ilesa, Nigeria"
kuza_mk,1181545689173635072,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,"Port Harcourt, Nigeria"
ShomeTheDellas,239639503,Ppl got mask &amp; gloves on 😭😭🦠,New Orleans
JustTheDazz,175028336,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,United States
David_Edek,984968261774258176,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria"
adina_chava,2865407304,"spotted: middle-aged woman, wearing a mask, riding a razor scooter. nyc may be apocalyptic but at least we keep things interesting",on the road/afn veg
SiobhanGandy,1131729188,@realDonaldTrump NYC Has Received a Fraction of the Medical Supplies It Needs to Fight the Coronavirus https://t.co/KIqaEYP9G8,"Brooklyn, NY"
ltd_promotions,1239603205849395202,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Lesotho
nrose,926251,Do you have a mask? Where’d you get it?,St. Louis
a1beautystore,1116676510545588224,#CARE #win Animal Plush Eye Sleeping Mask https://t.co/Jtrsg9Q71H,"London, England"
boujieebrat,836574590,Y’all ignorant asses are wearing the WRONG MASK 😂😂😂😂😂😂,"Tallahassee, FL"
DaRealKhefner,206748280,RT @ShomeTheDellas: Ppl got mask &amp; gloves on 😭😭🦠,"Shinjuku-ku, Tokyo"
PinkyMinky3,145893347,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Northern California
mikechev,42749526,where is the social distancing and the gloves and a mask?,New York
jf_hanley,520258577,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Cornwall
openpodbaydoor_,796033080893050882,RT @genie4ss: @essenviews @BetzMyboyblue11 I think they should lead by example- give them a used mask and send them in to clean the ICUs,"London, England"
hikatycat,1198573885,I do enjoy my ninja mask @rozzelduh,"Honolulu, HI"
wimboAnimations,3545449469,"RT @HiTopFilms: I assume this was the original mask he wore. 
(from the BTS) https://t.co/NTsJbdi5ya",The Netherlands
queensheeba1,468862360,"Watch ""Shuler King - Big Mama Got The Struggle Mask On!!!"" on YouTube
https://t.co/k083AlTBM1 https://t.co/LmAGb94uin","Atlanta, GA"
DaPerola007,766035580899786752,He couldn't even sneeze into his elbows...🥴🥴🥴🥴,"Lagos, Nigeria"
erniersp,37773654,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Seattle
blaktron,68170009,@bruce_arthur You just know the guy in the full mask doesn't want to be photographed,"Ottawa, ON"
VincentConnare,19489742,Trump has been wearing his mask over his eyes in the sun. #getoofthetanbed,France
1stvoxfox,4290214943,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Saratoga Springs, NY"
ARonuwe2,999570407496867840,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",Outta Space 😂😂😍
trixdelavega,520152226,@myselfKiddo @bhaadmeinjaoo so what about the water? milk? face mask? how would I be able to get that?,Manila / Bangkok
arley_liberti,1106257664663801856,what the actual fuck is wrong with people oh my god,upstate NY
gibbsalexandra,1148402293,"just walked into the bedroom with a face mask on, i think i made dan shit himself","Swindon, England"
IhekeIjeoma,1192005637531750400,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr","Kaduna, Nigeria"
BeesEsme,1227223709905276929,#Coronavirus Ford joins Tesla and GM in helping with ventilator and mask supply https://t.co/cXE8gvfMW8 via @Verge,Land of the free if we r brave
iamscaz,1439537838,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",Naija
Sunshowerstuff,960993151560413185,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Space Coast Florida  🌴
TheBigShip,2492411154,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Curmudgeon Cove, Australia"
designguyca,513413901,@Sci_Phile The mask looks awesome. Not so much the dancing. :),South Coast of Canada
samstoutg,1174105520925544455,RT @jasonlew_66: 1 thing bout my father he can mask anything him a go thru,Jamaica
mo_ssope,867764805687533568,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,University Of Lagos 
drhug,17258301,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,🌊ResistanceDemocrat🌊
csb7777,2161005588,"RT @misener_patti: @EugJHawk @WhiteHouse @realDonaldTrump Now he's doing 2 pressers a day?
He's getting desperate!
https://t.co/rIGkk1D13I",Life on a beach
KldscpsPolkaDot,2453418420,Another great Burning Man tutorial video by Project Pterodactyl. Creating your own DIY Dust Mask for https://t.co/b2XfB92izP,"Las Vegas, NV"
VirginiaShores,2228440417,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Middle of Nowhere
kyle2chi,1097163429528457216,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Chicago, IL"
stevedenny12,255041480,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Swansea
midwestjak,752607720306532352,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"cheecago, illinoiz"
52sable,134576458,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get","New Jersey, USA"
Runningnowhere0,49554023,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,somewhere over the rainbow
mobagehell,1064655597772115973,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",Jin's wide shoulders 
officialdonkatu,951759415618785280,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr","Kaduna, Nigeria"
MaryWindwhistle,291889809,"RT @evolutionarypsy: Retweet. This needs to become the prominent message. We can come out of quarantine, but we need universal hygiene. Wea…","Seattle, WA"
brouhaha,9296352,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,I'm around here somewhere...
Bizzychic1,2351585041,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Lagos
jennalluminati,121561308,@johnrstevenson I would absolutely if I could get my hands on a mask,Nashville via Atlanta
ItsAslag,2478791318,RT @SmilingObject: Banksy has been slain by a McDonald’s assassin for drawing the Hamburglar with a gas mask on,"KREML, IN"
defaultCAW,1041422173,@shoe0nhead Republicans now are mask-off martyrs for capitalism,wv
kingdomwork40,341683560,@sommoresofunny Sexy as hell wit the mask on...,"Dallas, Texas"
gnoll110,7506382,"@djackmanson Wear a mask, if you got one. Time to be careful.","Queensland, Australia"
mamabonitamt,929150958671511553,If only.,"Montana, USA"
happytrails21,71980003,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Roswell, NM"
nchnthman,452884318,@NorfolkLife_ 1. Masks are hard to come by. 2. People buy any old mask but it will prob not protect against Covid 19,Norwich
JDickmon,2958725060,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"The Woodlands, TX"
neuromancerbiz,1099378205952159744,The N95 mask: The untold origin story https://t.co/AHD5oNEwfy,Present here
Limpar33,20956083,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Camden
IFiGHTBaBieS83,160487312,RT @AQbrEii: This reminds me why the virus spread so quickly in the US. Most of us are extremely unsanitary.,right here.... 
Shady554,278970618,This is freaking hilarious 😂,Planet Earth 
BashirMohamed,28487492,@stands_fist Do you know what the mask in the first photo would be?,"Edmonton, Canada"
zombiefofi,1139971004506300416,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"São Paulo, Brasil"
ritals05,3657843617,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Santa Maria da Feira, Portugal"
BrianJackson19,319381277,Need me a quarantine cutie so she can ride my face like the mask that I lack,"Ohio, USA"
SeanGlenn371,979472527234826240,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Newark, DE USA"
LifeofChrisNZ,349009521,@ChangHung23 Is that a paintball mask?,"Auckland, New Zealand"
pssmtv,1641224070,@NashVolGuy @mfoxhunter @willchamberlain Mask sharing should not be done. Any bacteria one have can be transfered.,USA
Crslan2,1002360244494794752,RT @MacLeod4TRUMP: @realMikeLindell @_trbltrbl_ @MyPillowUSA That's GREAT! My Mask! You are a real inspiration for American Patriotism! htt…,"North Carolina, USA"
obey_fabiyi,1167581990482305025,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr","Kwara/Lagos, Nigeria"
miyoshiamigan,118278444,RT @edu_arana: My custom mask. #DIY https://t.co/Td4mCtX18C,日本
faustin42787331,1213585017235881984,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria
AmazonBay4u,3348679983,RT @AmazonBay4u: 50x Face Mask PM2.5 Activated Carbon Filter Replace Breath Insert Mask Filter https://t.co/g0Tmz4UYQk https://t.co/lYHsKgT…,"New York, USA"
darkstar_anson,966363164311982080,if you can't afford a mask. https://t.co/Ija8uytvAw,Greenville centre of D centre
jojoman104,357330696,RT @LightyDMV: I bet this bitch is walking around with a mask and gloves now https://t.co/MCSi8DaBKB,Jersey
halima_jinaidu,728340641999130624,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Kaduna, Nigeria"
Hair_Loss_JN,2362882771,"Benefits Of An Egg Yolk, Lemon And Avocado Hair Mask - https://t.co/AvKwvGBngf",Boston MA
abipolarpenguin,2206568205,Always nice to see young people doing some good 🙂,Between heaven & hell
ebonytru01,1101632039789490176,RT @OvoGabby_: i’m tryna be someone’s face mask,My bed
AlbertTJames,307262257,"@Craig_A_Spencer Craig, wash your hands also after removing the mask please.",Worldwide
CorruptNSW,158123632,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Hell,Hades,Mictlan,Tartarus"
Lemisegra,25892805,"The people need a facemask memoji, @Apple https://t.co/rysTPHHCCC","Plow wide, dig deep..."
catvincent,13229442,"RT @ememess: Our neighbor has put a face mask on her topiary pig, which is frankly not a sentence I thought I’d ever type. https://t.co/m20…","Hebden Bridge, UK"
TouficArafat1,3679568662,RT @nnaezema: The senator removed his face mask and sneezed! 😲😲😲 https://t.co/7Umk8EQFVx,"Accra, Ghana"
darkass_mexican,2293750392,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,L.A. Woman  
megalicious_16,1615691112,"First things first, wearing that mask that way is doing nothing",fl•tx
4amgurl,2321031976,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Miami Beach, FL"
alohadejesse,2235501672,"Y’all just using these masks for fashion purposes at this point 😂 if you got a mask on, imma assume you sick asl and stayin far from you",Loving life
Chanharp,19168904,STOP DOING THIS FUCKING RACIST BULLSHIT 😡😡😡😡😡😡😡😡😡,USA
_MateoMontana_,176506321,Asians finding out what it’s like to be black,moving state to state
TrueNaijaboi,2881123503,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Abuja, Lagos,London,Sankwala"
ForEvaGlam,75405150,@RellJefe Then the nigga said we giving out mask too .... like I’m all the way good sir 🤣😫,"New York, NY"
itmeanssunrise,199813094,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Chilltown
KiaraLynnGantz1,842725051,RT @RealLittleDanny: You'll never see me wearing no damn mask in public lmaoooooooo,11.19.16❤️
